t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1504510742,15,21566618,1437774.533333,0,5568476.823201,0.000000,0.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510745,21,21566618,7188872.666667,0,10417666.219305,0.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510750,23,21566618,8439111.391304,0,10761977.012739,0.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510750,23,21566618,8439111.391304,0,10761977.012739,0.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510751,24,21566618,8986090.833333,0,10861167.837803,0.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510751,24,21566618,8986090.833333,0,10861167.837803,0.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510751,24,21566618,8986090.833333,0,10861167.837803,0.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510751,24,21566618,8986090.833333,0,10861167.837803,0.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510751,24,21566618,8986090.833333,0,10861167.837803,0.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510751,24,21566618,8986090.833333,0,10861167.837803,0.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510752,25,21566618,9489311.920000,0,10926140.508090,0.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510753,26,21566618,9953823.692308,0,10964277.240126,0.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510754,27,21566618,10383927.185185,0,10981184.385466,0.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510755,28,21566618,10783309.000000,0,10981184.385466,10783309.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510759,31,21566618,11826855.032258,0,10910108.011548,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510759,31,21566618,11826855.032258,0,10910108.011548,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510759,31,21566618,11826855.032258,0,10910108.011548,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510759,32,21566618,12131222.625000,0,10869923.315112,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510761,34,21566618,12686245.882353,0,10773693.920959,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510765,38,21566618,13621021.894737,0,10542874.196075,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510767,40,21566618,14018301.700000,0,10417666.219305,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510767,41,21566618,14202406.975610,0,10353949.008626,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510768,47,21566618,15142519.021277,0,9969541.577327,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510774,47,21566618,15142519.021277,0,9969541.577327,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510774,47,21566618,15142519.021277,0,9969541.577327,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510774,47,21566618,15142519.021277,0,9969541.577327,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510774,47,21566618,15142519.021277,0,9969541.577327,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510774,49,21566618,15404727.142857,0,9843769.306414,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
1504510776,49,21566618,15404727.142857,0,9843769.306414,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000,21566618.000000
