t,value
1504495570,1
1504495571,1
1504495572,2
1504495573,2
1504495574,2
1504495575,2
1504495576,1
1504495577,1
1504495578,0
1504495663,1
1504495664,1
1504495665,2
1504495666,2
1504495667,2
1504495668,2
1504495669,2
1504495670,2
1504495671,2
1504495672,2
1504495673,2
1504495674,2
1504495675,1
1504495676,1
1504495722,1
1504495723,1
1504495724,2
1504495725,2
1504495726,2
1504495727,2
1504495728,2
1504495729,2
1504495730,2
1504495731,2
1504495732,2
1504495733,2
1504495734,1
1504495735,1
1504495736,0
1504495809,1
1504495810,1
1504495811,2
1504495812,2
1504495813,2
1504495814,2
1504495815,2
1504495816,2
1504495817,2
1504495818,1
1504495819,1
1504495820,0
1504502652,1
1504502653,1
1504502654,2
1504502655,2
1504502656,2
1504502657,2
1504502658,2
1504502659,2
1504502660,2
1504502661,1
1504502662,1
1504502663,0
1504502699,1
1504502700,1
1504502701,2
1504502702,2
1504502703,2
1504502704,2
1504502705,2
1504502706,2
1504502707,2
1504502708,1
1504502709,1
1504502710,0
1504503446,1
1504503447,1
1504503448,2
1504503449,2
1504503450,2
1504503451,2
1504503452,2
1504503453,2
1504503454,2
1504503455,1
1504503456,1
1504503457,0
1504510673,1
1504510674,1
1504510761,1
1504510765,1
1504510767,1
1504510767,1
1504510768,1
1504510774,1
1504510774,1
1504510774,1
1504510774,1
1504510774,1
1504510776,1
1504510776,1
1504510776,1
1504510776,1
1504510782,1
1504510782,1
1504510782,1
1504510782,1
1504510783,1
1504510784,1
1504510784,1
1504510785,1
1504510785,1
1504510785,1
1504510785,1
1504510785,1
1504510792,1
1504510792,1
1504510792,1
1504510792,1
1504510792,1
1504510792,1
1504510792,1
1504510792,1
1504510875,1
1504510884,1
1504510884,1
1504510884,1
1504510886,1
1504510886,1
1504510886,1
1504510888,1
1504510888,1
1504510890,1
1504510897,1
1504510897,1
1504510897,1
1504510897,1
1504510897,1
1504510897,1
1504510897,1
1504510897,1
1504510897,1
1504510897,1
1504510897,1
1504510897,1
1504510897,1
1504510897,1
1504510898,1
1504510900,1
1504510900,1
1504510915,1
1504510915,1
1504510916,1
1504510916,1
1504510917,1
1504510917,1
1504510917,1
1504510917,1
1504510917,1
1504510917,1
1504510917,1
1504510917,1
1504510917,1
1504510917,1
1504510917,1
1504510917,1
1504510917,1
1504513861,1
1504513863,1
1504513863,1
1504513864,1
1504513864,1
1504513868,1
1504513868,1
1504513869,1
1504513873,1
1504513873,1
1504513873,1
1504513873,1
1504513873,1
1504513873,1
1504513873,1
1504513874,1
1504514095,1
1504514096,1
1504514096,1
1504514097,1
1504514097,1
1504514097,1
1504514099,1
1504514103,1
1504514104,1
1504514104,1
1504514104,1
1504514104,1
1504514104,1
1504514105,1
1504514106,1
1504514107,1
1504514110,1
1504514110,1
1504514111,1
1504514114,1
1504514114,1
1504514136,1
1504514136,1
1504514136,1
1504514136,1
1504514136,1
1504514136,1
1504514136,1
1504514136,1
1504514136,1
1504514136,1
1504514136,1
1504514136,1
1504514136,1
1504514136,1
1504514173,1
1504514174,1
1504514174,1
1504514175,1
1504514175,1
1504514176,1
1504514176,1
1504514177,1
1504514183,1
1504514183,1
1504514183,1
1504514183,1
1504514183,1
1504514184,1
1504514184,1
1504514184,1
1504514184,1
1504514186,1
1504514186,1
1504514187,1
1504514188,1
1504514190,1
1504514190,1
1504514195,1
1504514195,1
1504514196,1
1504514202,1
1504514202,1
1504514234,1
1504514234,1
1504514234,1
1504514234,1
1504514234,1
1504514234,1
1504514234,1
1504514234,1
1504514234,1
1504514234,1
1504514234,1
1504514234,1
1504514234,1
1504514234,1
1504514352,1
1504514353,1
1504514353,1
1504514354,1
1504514354,1
1504514355,1
1504514355,1
1504514356,1
1504514357,1
1504514358,1
1504514358,1
1504514358,1
1504514362,1
1504514385,1
1504514385,1
1504514385,1
1504514385,1
1504514385,1
1504514385,1
1504514385,1
1504514385,1
1504514385,1
1504514385,1
1504514385,1
1504514385,1
1504514385,1
1504514385,1
1504514385,1
1504514385,1
1504524621,1
1504524622,1
1504524623,1
1504524624,0
1504529654,1
1504529655,1
1504529656,1
1504529743,1
1504529747,1
1504529747,1
1504529748,1
1504529748,1
1504529749,1
1504529749,1
1504529750,1
1504529756,1
1504529793,1
1504529793,1
1504529793,1
1504529793,1
1504529793,1
1504529793,1
1504529793,1
1504529793,1
1504529793,1
1504529793,1
1504529793,1
1504529815,1
1504529816,1
1504529816,1
1504529817,1
1504529817,1
1504529820,1
1504529821,1
1504529827,1
1504529827,1
1504529827,1
1504529827,1
